"Chae"	"Fish"	32	497.8125000000000000
"Emily"	"Ham"	31	440.5483870967741935
"Mia"	"Ice"	20	631.1500000000000000
"Sam"	"Jelly"	31	566.2258064516129032
"Chae"	"Dates"	30	566.9000000000000000
"Claire"	"Jelly"	31	506.5161290322580645
"Emily"	"Grapes"	24	564.2500000000000000
"Boo"	"Grapes"	28	444.3214285714285714
"Dan"	"Eggs"	25	518.0000000000000000
"Wally"	"Grapes"	25	516.6400000000000000
"Mia"	"Jelly"	31	584.8709677419354839
"Emily"	"Apple"	37	492.7567567567567568
"Sam"	"Dates"	32	485.9687500000000000
"Boo"	"Dates"	26	370.3076923076923077
"Wally"	"Butter"	30	417.5333333333333333
"Helen"	"Dates"	26	469.6153846153846154
"Boo"	"Cherry"	32	453.2187500000000000
"Wally"	"Dates"	24	417.0416666666666667
"Dan"	"Ham"	19	501.3157894736842105
"Wally"	"Eggs"	33	474.4545454545454545
"Sam"	"Ice"	27	545.4074074074074074
"Emily"	"Jelly"	25	424.2000000000000000
"Dan"	"Fish"	21	532.8095238095238095
"Boo"	"Eggs"	31	447.3870967741935484
"Boo"	"Jelly"	31	479.5161290322580645
"Helen"	"Butter"	25	512.8400000000000000
"Claire"	"Fish"	28	512.6071428571428571
"Sam"	"Grapes"	27	429.4444444444444444
"Dan"	"Butter"	31	547.8064516129032258
"Mia"	"Dates"	20	417.2500000000000000
"Claire"	"Butter"	38	554.6315789473684211
"Wally"	"Apple"	28	517.2142857142857143
"Chae"	"Ice"	23	536.6086956521739130
"Dan"	"Ice"	31	531.6774193548387097
"Helen"	"Eggs"	31	505.9032258064516129
"Dan"	"Cherry"	25	465.2800000000000000
"Chae"	"Cherry"	42	496.4285714285714286
"Dan"	"Jelly"	28	557.3928571428571429
"Claire"	"Dates"	31	452.9354838709677419
"Chae"	"Ham"	25	507.1600000000000000
"Emily"	"Dates"	32	491.6250000000000000
"Mia"	"Butter"	34	533.6176470588235294
"Wally"	"Fish"	27	451.1481481481481481
"Sam"	"Butter"	25	622.5600000000000000
"Emily"	"Butter"	31	587.6129032258064516
"Claire"	"Ham"	32	418.4062500000000000
"Dan"	"Apple"	30	496.3666666666666667
"Chae"	"Eggs"	29	547.9310344827586207
"Boo"	"Ice"	22	430.0000000000000000
"Mia"	"Eggs"	31	555.7096774193548387
"Dan"	"Dates"	32	472.7812500000000000
"Mia"	"Cherry"	27	484.6296296296296296
"Helen"	"Ice"	39	613.3333333333333333
"Wally"	"Ham"	37	567.0270270270270270
"Mia"	"Fish"	30	435.8666666666666667
"Chae"	"Jelly"	27	420.0740740740740741
"Sam"	"Cherry"	26	552.3076923076923077
"Emily"	"Ice"	22	439.5000000000000000
"Sam"	"Ham"	22	580.0454545454545455
"Claire"	"Eggs"	26	416.6923076923076923
"Chae"	"Grapes"	25	479.2000000000000000
"Dan"	"Grapes"	25	586.4800000000000000
"Helen"	"Cherry"	26	522.3076923076923077
"Wally"	"Cherry"	27	544.1851851851851852
"Mia"	"Grapes"	34	405.6764705882352941
"Boo"	"Ham"	24	470.3750000000000000
"Sam"	"Apple"	24	465.1666666666666667
"Helen"	"Ham"	40	377.6750000000000000
"Claire"	"Apple"	34	459.4705882352941176
"Emily"	"Eggs"	35	377.0000000000000000
"Emily"	"Fish"	34	488.8529411764705882
"Sam"	"Eggs"	25	595.7200000000000000
"Boo"	"Apple"	29	464.5172413793103448
"Chae"	"Butter"	29	483.3103448275862069
"Sam"	"Fish"	29	530.6896551724137931
"Claire"	"Ice"	28	479.8928571428571429
"Helen"	"Fish"	24	572.9166666666666667
"Chae"	"Apple"	27	522.6666666666666667
"Mia"	"Ham"	24	589.6250000000000000
"Claire"	"Grapes"	26	486.7307692307692308
"Wally"	"Jelly"	19	484.0000000000000000
"Wally"	"Ice"	22	459.3636363636363636
"Boo"	"Butter"	39	515.6410256410256410
"Boo"	"Fish"	21	475.2380952380952381
"Mia"	"Apple"	32	436.6562500000000000
"Helen"	"Grapes"	24	509.2083333333333333
"Emily"	"Cherry"	26	526.0000000000000000
"Helen"	"Apple"	24	557.9166666666666667
"Helen"	"Jelly"	32	478.4062500000000000
"Claire"	"Cherry"	26	599.0769230769230769
